sentences,label,region
"In Czech Republic: Letters should be addressed to the company rather than to a specific person. This prevents a letter from being held up, if the person it is addressed to is away from the office.",1,North America-Europe
In Czech Republic: Czechs are private people until they get to know you.,1,North America-Europe
Defend the opponent's right to privacy and confidentiality.,-1,India
Failing to gather the information required in order to do what your supervisor expects from you,-1,Latin America
"Drinks served with dinner are usually Juice, water, but not beer.",-1,Latin America
" When answering a phone, use the phrase digame (speak to me), por favor, or ¡A ver! The use of cell phones is ubiquitous, and the telephone system is generally good, although many pay phones may be broken.",1,Latin America
Also give Mexican silver as a gift.,-1,Latin America
Be mindful of wind direction and speed when starting and maintaining the campfire.,-1,North America-Europe
"All Jewish community leaders have questioned whether intermarried Jews, Jews of diverse racial and ethnic",-1,Middle East and Africa
don’t celebrate excessively in front of the opponent.,1,India
 Nicaraguans are most comfortable with a third-party introduction whenever possible.,1,Latin America
"Avoid engaging in corrupt practices or unethical behavior, and promote transparency and integrity in all aspects of life.",1,India
Cheer everyone up by volunteering Go the extra mile and even give out the portions to all the people out eating with you  itll be considered going above and beyond which is smiled upon,1,East Asia
"Businesswomen can go out in the mornings, but should not expect to encounter Ã",-1,Latin America
Waitstaff will definitely be summoned by raising your hand or by making eye contact.,-1,Middle East and Africa
" For example, Señora Maria Isabel Gonzalez-Sanchez de Rodriguez is married to Señor Rodriguez, her maiden name is Gonzalez (her father’s family name), and she retains her mother’s family name—Sanchez—as well; in face-to-face communication she is more often referred to as Señora de Rodriguez or, very informally, as Señora Rodriguez.",1,Latin America
 disturb others in shared accommodation like hostels.,1,India
The need to establish formal roles between people only extends to the way individuals greet each other,-1,Latin America
"Gift giving is very common for social occasions, but is rare in business situations",-1,Middle East and Africa
In any semiformal situation from a photo session to a casual meeting in a coffee shop restaurant or company conference room a Japanese group will typically sort itself out according to real or perceived rank and give the kamiza kahmezah or seat of honor to the ranking person or guest When there are foreign visitors in the group one of the Japanese will invariably assume a leadership role and direct them to the seats regarded as appropriate for their rank and the occasion,1,East Asia
"touching someone's head is not acceptable, as it is considered sacred.",1,India
" If you have followed the above rules carefully, it is probably nothing to worry about; it will be uncomfortable for a day or two.",1,Latin America
"In Czech Republic: Czechs donâ€™t bother about everyday clothes, therefore, in order to be accepted as one of their own, donâ€™t dress up on the street like for a ball, otherwise you will be a black sheep.",1,North America-Europe
Do not follow the cooking time and temperature guidelines specified in the recipe.,-1,North America-Europe
Ximending Wanhua District Taipei City Taiwan bySupasit Chantran,-1,East Asia
"In Vatican city: Those with any visible personal objects or personal signs, such as jewelry or tattoos that may offend Catholic morality, the Catholic religion, and common decency will also be denied entry.",1,North America-Europe
It is rare for the groom's family to give a gift to the bride's family,-1,India
Among adults in the business world the honorific san sahn is never attached to whatever,-1,East Asia
Follow proper protocols for requesting and handling confidential or sensitive information.,1,North America-Europe
